label_index	winner_index	loser_index	evaluator_index
1532	34	52	104
1533	34	52	104
1534	34	52	8
1535	34	52	84
1536	59	52	127
1537	59	52	111
1538	59	52	57
1539	59	52	89
1540	59	52	3
1541	59	52	150
1542	59	52	150
1543	59	52	167
1544	59	52	146
1545	59	52	7
1546	56	52	4
1547	56	52	35
1548	56	52	159
1549	56	52	159
1550	56	52	57
1551	56	52	153
1552	56	52	27
1553	56	52	104
1554	56	52	38
1555	56	52	98
1556	56	52	87
1557	56	52	145
1558	56	52	10
1559	69	52	23
1560	69	52	138
1561	69	52	83
1562	69	52	107
1563	69	52	159
1564	69	52	63
1565	69	52	0
1566	69	52	145
1567	38	52	138
1568	38	52	107
1569	38	52	21
1570	38	52	111
1571	38	52	65
1572	38	52	42
1573	38	52	82
1574	38	52	133
1575	38	52	176
1576	54	52	83
1577	54	52	72
1578	54	52	35
1579	54	52	97
1580	54	52	127
1581	54	52	111
1582	54	52	161
1583	54	52	57
1584	54	52	82
1585	54	52	153
1586	54	52	84
1587	54	52	133
1588	54	52	54
1589	28	52	21
1590	28	52	41
1591	28	52	42
1592	28	52	40
1593	28	52	58
1594	28	52	58
1595	28	52	58
1596	28	52	33
1597	28	52	8
1598	28	52	108
1599	36	52	23
1600	36	52	23
1601	36	52	86
1602	36	52	14
1603	36	52	57
1604	36	52	63
1605	36	52	153
1606	0	52	21
1607	0	52	111
1608	0	52	48
1609	0	52	161
1610	0	52	89
1611	0	52	89
1612	0	52	33
1613	0	52	170
1614	0	52	13
1615	0	52	150
1616	0	52	148
1617	0	52	67
1618	47	52	23
1619	47	52	171
1620	47	52	4
1621	47	52	52
1622	47	52	111
1623	47	52	86
1624	47	52	57
1625	47	52	126
1626	47	52	40
1627	47	52	89
1628	47	52	33
1629	47	52	85
1630	47	52	59
1631	47	52	13
1632	47	52	133
1633	47	52	163
1634	47	52	102
1635	73	52	138
1636	73	52	35
1637	73	52	159
1638	73	52	14
1639	73	52	42
1640	73	52	58
1641	73	52	82
1642	73	52	153
1643	73	52	104
1644	73	52	10
1645	73	52	133
1646	4	52	72
1647	4	52	21
1648	4	52	113
1649	4	52	82
1650	4	52	153
1651	4	52	87
